76376,1797839,CWC World - Nytårsspecial,,3,2003.0,C2643,,,,(Denmark) (promotional title),06618c5cdadf1de42c88569fb4bfcac7
84654,1817493,The Beaver Coat,,3,1962.0,B1623,,,,(International: English title),d8ca46e046a4830bbb0617d75d735e45
113698,1896436,Vierzig Draufgänger,,1,1968.0,V6236,,,,(West Germany),509b8514edca4eeadcabf1be37908d88
176401,2046477,La ribellione degli impiccati,,1,1954.0,R1453,,,,(Italy),d906a74e981c15a3655ee6d4cf214692
47411,1705952,Azumi,,1,2003.0,A25,,,,(Italy) (DVD title),fafd3b87544f491fc2f71021c7a2d83a
236670,2202218,Uncle Jack,,1,1924.0,U5242,,,,(USA) (working title),1661f3a8f8fc6f1f596964089d78e6ad
276484,2311965,Killing Candy,,1,2002.0,K4525,,,,(Germany),f22631de1a0d597015add5d5a144d749
79003,1803462,Do bing fu,,1,1973.0,D1521,,,,(Hong Kong: Cantonese title),0a5aac8bcee67b9d6004b12cfd276e8c
93048,1837412,Charlie Chan in Docks of New Orleans,,1,1948.0,C6425,,,,(USA) (poster title),218677ff65ca3d5c60aeb292decc916c
110447,1885865,Angoscia nella notte,,1,1947.0,A5254,,,,(Italy),2af3d6cb98afea04b243257c59d853da
199872,2098916,La madre,,1,2013.0,M36,,,,(Italy) (imdb display title),8e9c577811d01ea777a665b33f1610b9
148565,1990544,Lost Island,,1,1967.0,L2324,,,,,24984a9bbacfb23c15ba236f453825eb
97519,1848620,Whit Monday,,1,1990.0,W353,,,,(International: English title),2d5935ad532e3abaf26e03907eac8598
140873,1971725,Trio pervers,,1,1970.0,T6161,,,,(West Germany) (video box title),20583a2e00d8181ac6bce19e18a7a15e
143531,1975733,Bullet in the Flesh,,1,1967.0,B4353,,,,(USA) (TV title),bb3be9fe475585d7f224fa164a0fd58b
121184,1918035,Seitensprünge lohnen sich,,1,1982.0,S3521,,,,(West Germany),0e12dc6637cd12c28a6344cd3eae3afd
316705,2439047,The Happy Face of Leonore,,1,1982.0,H1214,,,,(International: English title) (literal title),d8d6a66c907d649ceae56a29deda9864
64351,1761092,Cry of Death,,1,1968.0,C613,,,,(USA),b816437e9089ee5b42dd884bcaa89fc8
112738,1893636,Flambeau aux lignes,,1,1916.0,F4512,,,,(France),a16f2c5837b2e49f6e6ab2716af4192a
59283,1744888,Double Suspicion,,1,1994.0,D1421,,,,,b0823c51a41ad1d15b84cfa12f5a01db
230240,2181956,Lost and Found,,1,2006.0,L2353,,,,(Japan: English title) (literal title),c80cf7e8a32ae43b402bf072004c7bfe
353992,2350580,Cigno nero,,1,1942.0,C256,,,,(Italy),2f75f2b4d187a06cad456abdd6ff2491
115208,1901787,Frau Lehmanns Töchter,,1,1932.0,F6452,,,,(Austria),47346c6261e4c1ee519cb294dfb70bca
180979,2056479,Fulmine pigro,,1,1926.0,F4512,,,,(Italy),cb1cd9759a9a464771c42211332f3067
334261,2483888,Défilé des Zouaves pompiers infanterie,,1,1903.0,D1432,,,,(France) (alternative title),ff1ad2b4fea908c5ca0a37ce51debd74
278879,2319759,Sugar-Free,,1,2001.0,S2616,,,,(International: English title),73b2db3663d450fe7e0f2a0113ea8c1f
374920,2219815,Beruf: Reporter,,1,1975.0,B6161,,,,(West Germany),11ed8fef80d4df8b39666aeb26598881
370372,1844096,Dr. Kildare - Auf Messers Schneide,,1,1940.0,D6243,,,,(Germany),e73e8f6fa0b989c669f7cb7bd6edf7c4
15841,995068,Public Service,,2,2008.0,P1426,,,,(USA) (working title),ad5820f55c2ca6406244ab40c44e0361
62531,1755400,Descendents of Cain,,1,1968.0,D2535,,,,(International: English title),f290e03bf610acc074e417ff158e69c7
268636,2288441,Road Signs,,3,1991.0,R3252,,,,(informal title),e12a1de58dd947987e934aef038aa33c
73257,1787129,Web of Fear,,1,1964.0,W16,,,,(USA),5203a79ccfff678b8a07ecabd2db9776
203220,2108046,Max and His Mother-in-Law,,1,1915.0,M2532,,,,(USA),8db49b7def9cde8d5f85d544a9e5819f
83447,1814572,Die Schläger von Brooklyn,,1,1980.0,S2426,,,,(West Germany),7519271e80977993f3ce81d970c2ae5e
204858,2112328,Angst über Amerika,,3,2005.0,A5231,,,,(Germany),6eb88c78b97c12c5f3dfb969d518b22f
250638,2242804,Universal Musical Short 3653: Rhythm with Regis,,1,1957.0,U5162,,,,(USA) (series title),9241d32952c03c4e98ab7a4f8402a202
296785,2374913,Am Himmel ist die Hölle los,,1,1978.0,A5423,,,,(West Germany),01aae4a9e24527a56a33887e7dddd59b
204302,2111249,Mei yau lo gung dik yuet ji,,1,1995.0,M4252,,,,(Hong Kong: Cantonese title) (original subtitled version),a1c39313aa7d2995203ba717f32ca9e4
329138,2471136,Getting Even,,1,1983.0,G3521,,,,(Canada: English title) (alternative title),9c13300e2918c85a49fc8e837c52dfa8
198780,2095723,Igra v lyubov,,1,1936.0,I2614,,,,(Soviet Union: Russian title) (imdb display title),41f99790e399de26084f9502c475edc0
369389,1767400,Schicksalhafte Begegnung,,1,1998.0,S2413,,,,(Germany),113afc6546f680f72855001493a185ec
298143,2379262,Enchanted Tales: The Hunchback of Notre Dame,II,4,1996.0,E5253,,,,(USA) (series title),25c94bd924ec2488cf8499cac74e7a91
227354,2174247,iki dil bir bavul,,1,2009.0,I2341,,,,(Turkey: Turkish title),1e809cd2be92da35464b4389607f10ff
321391,2451921,Broken,,1,2009.0,B625,,,,(USA) (working title),0e197f3d6ba52ae69f00d60ff4ef25b8
232434,2189541,Le sacrifice,,1,1911.0,S2612,,,,(France),3ccdeb9cc7ba17d20f6746ebe2311a81
23683,1523298,Uncle Bobby and Friends,,2,1964.0,U5241,,,,(Canada: English title) (new title),3e7c776acb4ebdb45ada494be9f89294
363949,2412671,"Shooter, attentato a Praga",,1,1995.0,S3635,,,,(Italy),498952dcdb3ad2fb2f0d6b3db387c2cb
134286,1954574,Hollywood contra Franco,,1,2008.0,H4325,,,,(USA) (alternative title),159ace1372cd058b4b312b561caf4f68
54296,1727009,Vom Wahnsinn umzingelt,,1,1929.0,V5252,,,,(Germany) (TV title),712eeb24fbcf85bc2bd4538ba4480ace
62864,1756473,Leidensweg einer Frau,,1,1911.0,L3525,,,,(Germany),b3c9ba87df729c16a2e7b4f6f0edc62e
96004,1844770,Dracula and Me,,1,1959.0,D6245,,,,(UK) (TV title),38ce227c539248ccf7bc120406911f03
3395,211550,Casters,,2,2011.0,C2362,,,,,61a7c74a625514097c746cd0380c3b08
38836,1678812,The Postman Always Bangs Twice,,4,1993.0,P2354,,,,(USA) (original script title),4e6fd2ed729036170ab1491d1d08f9bf
86116,1820462,Il sarto di Ulm,,1,1978.0,S6345,,,,(Italy),2604973c1c238b53564a5e1b0bf8caff
373865,2140711,"Pizza, Pizza",,1,1989.0,P212,,,,(West Germany),4cb4b28b8454f05cad40f709eab27cec
78302,1801390,Reality and Myth,,1,1973.0,R4353,,,,,b10818eb2261f4aac735d59b16e5150e
259707,2266311,Quick Shot,,1,1995.0,Q23,,,,,f2b1de5050f5e4f1d2674c524f5b8721
303079,2394938,Eine Uni voller Affen,,1,1965.0,U5146,,,,(West Germany),068757caf3220daacc74fb4f92f86ca7
104427,1867418,Una manciata d'amore,,1,1974.0,M5235,,,,(Italy) (reissue title),b6c851aa7af755e089209250f70fdb73
135562,1958600,Hostage,,1,2009.0,H232,,,,(USA) (informal short title),6c95b3d0a895684850f627039dad4ad6
357653,2374815,Non è stata una vacanza... è stata una guerra,,1,1988.0,N5235,,,,(Italy),0ee65deb64094fd5ba948036eb27287f
214844,2141383,Medea Miracle,,1,2007.0,M3562,,,,(International: English title),fef85bc697349d62b8219497bf81feb4
326620,2463698,A Spiral of Mist,,1,1977.0,S1641,,,,(USA),7083c78f88cbd63df6444a79cb0c058e
307247,2408920,Zigeunerliebe,,1,1930.0,Z2564,,,,(Austria),d2f05a3a1a71c460392fa8440d36b9cd
362020,2182321,I Nostri superiori,,1,1933.0,N2362,,,,(Italy),233b93e4eb092b21b37b6b153a0a7d66
35628,1670095,Im Reich der Sinne,,1,1978.0,I5623,,,,(West Germany),93027f3be68d924dad8e62bc38f2ccdd
243522,2221639,The President,,1,1919.0,P6235,,,,(International: English title) (imdb display title),97d873acf982fcbc80bc8e01bef5480d
376645,2336258,Turtles II - Das Geheimnis von Ooze,,1,1991.0,T6342,,,,(Germany),a5dc2f59ecf3a1e48a937c370a462efd
